,ID,TEAM,JERSEY_NUM,POSITION,COUNTRY,AGE,BD_YEAR,BD_MONTH,BD_DAY,EXPERIENCE
129,1629060,Los Angeles Lakers,28.0,Forward,Japan,25.0,1998.0,FEBRUARY,8.0,4
130,1629659,Utah Jazz,5.0,Guard,USA,22.0,2000.0,NOVEMBER,25.0,4
131,1628449,Toronto Raptors,25.0,Forward-Center,Saint Lucia,30.0,1993.0,JANUARY,11.0,6
132,203482,Utah Jazz,41,Forward-Center,Canada,32,1991,APRIL,19,10
133,1628420,Detroit Pistons,5.0,Guard,USA,28.0,1995.0,JUNE,27.0,6
134,203992,Atlanta Hawks,13.0,Guard,Serbia,31.0,1992.0,AUGUST,18.0,6
135,201144,Minnesota Timberwolves,10.0,Guard,USA,36.0,1987.0,OCTOBER,11.0,16
136,1628997,Miami Heat,16.0,Forward,USA,28.0,1995.0,SEPTEMBER,28.0,4
137,1630231,LA Clippers,6.0,Forward,USA,22.0,2001.0,JANUARY,6.0,3
138,1631105,Detroit Pistons,0.0,Center,USA,19.0,2003.0,NOVEMBER,18.0,1
139,1630164,Detroit Pistons,13.0,Center,USA,22.0,2001.0,MARCH,31.0,2
140,1628963,Detroit Pistons,35.0,Forward,USA,24.0,1999.0,MARCH,14.0,5
141,1630173,Toronto Raptors,5.0,Forward,Nigeria,24.0,1999.0,SEPTEMBER,19.0,3
142,1641706,Charlotte Hornets,24,Forward,USA,20,2002,NOVEMBER,22,Rookie
143,1630180,Atlanta Hawks,41.0,Forward,USA,24.0,1999.0,APRIL,9.0,3
144,1629634,Memphis Grizzlies,15.0,Forward,Canada,27.0,1996.0,SEPTEMBER,19.0,4
145,1628380,San Antonio Spurs,23.0,Forward-Center,USA,25.0,1997.0,NOVEMBER,19.0,5
146,1630200,San Antonio Spurs,33.0,Guard,USA,23.0,2000.0,JANUARY,8.0,3
147,1630198,Oklahoma City Thunder,11,Guard,USA,24,1999,JULY,2,3
148,1629656,New York Knicks,6.0,Guard,USA,23.0,2000.0,MAY,8.0,2
149,1630167,Indiana Pacers,1.0,Forward,USA,25.0,1998.0,MARCH,4.0,3
150,204456,Indiana Pacers,9.0,Guard,USA,31.0,1992.0,MARCH,25.0,8
151,201568,Washington Wizards,88.0,Forward,Italy,35.0,1988.0,AUGUST,8.0,13
152,203083,Chicago Bulls,3.0,Center,USA,30.0,1993.0,AUGUST,10.0,11
153,1627936,Chicago Bulls,6.0,Guard,USA,29.0,1994.0,FEBRUARY,28.0,6
154,1626153,Washington Wizards,55.0,Guard,USA,31.0,1992.0,APRIL,26.0,8
155,1630557,Washington Wizards,24.0,Forward,USA,24.0,1999.0,MARCH,3.0,2
156,1629652,Oklahoma City Thunder,5.0,Guard,Canada,24.0,1999.0,APRIL,19.0,4
157,1628371,Orlando Magic,1.0,Forward,USA,26.0,1997.0,OCTOBER,3.0,4
158,1630208,Charlotte Hornets,4.0,Center,Jamaica,25.0,1997.0,NOVEMBER,29.0,3
159,203484,Denver Nuggets,5.0,Guard,USA,30.0,1993.0,FEBRUARY,18.0,10
160,1630191,Detroit Pistons,28.0,Forward-Center,USA,22.0,2001.0,MAY,22.0,3
161,1630703,Portland Trail Blazers,00,Guard,USA,19,2004,FEBRUARY,3,Rookie
162,1631101,Portland Trail Blazers,17.0,Guard,Canada,20.0,2003.0,MAY,30.0,1
163,1629021,Orlando Magic,21.0,Forward-Center,Germany,26.0,1997.0,APRIL,26.0,5
164,1630228,Golden State Warriors,0.0,Forward,DRC,21.0,2002.0,OCTOBER,6.0,2
165,1629626,Phoenix Suns,11.0,Center-Forward,Sudan,23.0,1999.0,NOVEMBER,16.0,4
166,203501,Dallas Mavericks,11.0,Guard-Forward,USA,31.0,1992.0,MARCH,16.0,10
167,1631110,San Antonio Spurs,10.0,Forward,Poland,20.0,2003.0,MAY,20.0,1
168,203109,Milwaukee Bucks,99.0,Forward,USA,33.0,1990.0,JULY,6.0,11
169,1630214,Memphis Grizzlies,2.0,Forward,USA,24.0,1999.0,JANUARY,12.0,3
170,1628415,Houston Rockets,24.0,Guard-Forward,Canada,27.0,1996.0,JANUARY,22.0,6
171,1627827,Brooklyn Nets,28.0,Forward,USA,30.0,1993.0,MAY,4.0,7
172,1629611,LA Clippers,14.0,Guard-Forward,USA,27.0,1996.0,OCTOBER,18.0,4
173,1630538,LA Clippers,5.0,Guard,USA,23.0,2000.0,SEPTEMBER,14.0,2
174,203496,LA Clippers,23.0,Forward,USA,32.0,1990.0,DECEMBER,14.0,10
175,1630702,Dallas Mavericks,1.0,Guard,USA,21.0,2002.0,JULY,5.0,1
176,1630570,Brooklyn Nets,9.0,Forward,USA,22.0,2000.0,NOVEMBER,9.0,2
177,1629003,Minnesota Timberwolves,18.0,Guard-Forward,USA,27.0,1996.0,SEPTEMBER,26.0,5
178,1629023,Charlotte Hornets,25.0,Forward,USA,25.0,1998.0,AUGUST,23.0,4
179,1629006,Phoenix Suns,2.0,Guard,Nigeria,25.0,1998.0,SEPTEMBER,1.0,5
180,203937,Minnesota Timberwolves,1.0,Forward-Guard,USA,30.0,1993.0,SEPTEMBER,20.0,9
181,1629669,Minnesota Timberwolves,4.0,Guard,USA,24.0,1999.0,JULY,9.0,5
182,203933,Phoenix Suns,21.0,Forward,USA,,1993.0,SEPTEMBER,5.0,9
183,203552,Dallas Mavericks,30.0,Guard,USA,33.0,1990.0,AUGUST,23.0,9
184,1630534,Utah Jazz,30.0,Guard,USA,23.0,2000.0,APRIL,20.0,1
185,1631109,Charlotte Hornets,5.0,Center,USA,21.0,2001.0,DECEMBER,16.0,1
186,1629234,Phoenix Suns,14.0,Forward-Center,USA,26.0,1997.0,FEBRUARY,1.0,5
187,1629655,Washington Wizards,21.0,Forward-Center,USA,25.0,1998.0,OCTOBER,1.0,4
188,1631096,Oklahoma City Thunder,7.0,Center-Forward,USA,21.0,2002.0,MAY,1.0,Rookie
189,1628977,Detroit Pistons,6.0,Guard,USA,,1998.0,JULY,31.0,6
190,1630197,Oklahoma City Thunder,17.0,Forward,Serbia,21.0,2001.0,DECEMBER,26.0,3
191,1629026,Oklahoma City Thunder,34.0,Guard-Forward,USA,28.0,1994.0,DECEMBER,2.0,5
192,1627747,Cleveland Cavaliers,3.0,Guard,USA,29.0,1994.0,AUGUST,25.0,7
193,1628978,New York Knicks,0.0,Guard,USA,26.0,1997.0,JANUARY,31.0,5
194,1629750,Chicago Bulls,24.0,Guard,USA,,1993.0,JULY,23.0,5
195,1628379,Memphis Grizzlies,10.0,Guard,USA,27.0,1996.0,JUNE,24.0,6
196,1630583,Memphis Grizzlies,7.0,Forward-Center,Spain,22.0,2001.0,JANUARY,10.0,2
197,1626168,Sacramento Kings,41.0,Forward,Canada,27.0,1995.0,NOVEMBER,5.0,8
198,203210,Golden State Warriors,1.0,Forward-Center,USA,,1990.0,JUNE,21.0,10
199,1629614,Indiana Pacers,2.0,Guard-Forward,Canada,23.0,2000.0,JANUARY,16.0,1
200,202692,Detroit Pistons,14.0,Guard,USA,32.0,1991.0,JULY,20.0,12
201,1627780,Golden State Warriors,0.0,Guard,USA,30.0,1992.0,DECEMBER,1.0,7
202,1630172,Chicago Bulls,44.0,Forward,USA,22.0,2001.0,AUGUST,26.0,3
203,203471,Toronto Raptors,17.0,Guard,Germany,30.0,1993.0,SEPTEMBER,15.0,10
204,1626204,New Orleans Pelicans,22.0,Forward-Center,USA,30.0,1993.0,JANUARY,1.0,8
205,1630631,New Orleans Pelicans,15.0,Guard,USA,25.0,1998.0,APRIL,12.0,2
206,201567,Miami Heat,0.0,Forward-Center,USA,35.0,1988.0,SEPTEMBER,7.0,15
207,1629667,Toronto Raptors,2.0,Forward-Center,USA,25.0,1998.0,JANUARY,31.0,4
208,203490,Toronto Raptors,32.0,Forward,USA,30.0,1993.0,JUNE,3.0,10
209,201152,Toronto Raptors,21.0,Forward,USA,35.0,1988.0,JUNE,21.0,16
210,1628418,Miami Heat,13.0,Center-Forward,USA,26.0,1997.0,JULY,31.0,6
211,201569,Phoenix Suns,23.0,Guard,USA,34.0,1988.0,DECEMBER,25.0,15
212,1627736,Milwaukee Bucks,5.0,Guard,USA,26.0,1996.0,NOVEMBER,26.0,7
213,1630166,Washington Wizards,8.0,Forward,Israel,22.0,2001.0,JANUARY,3.0,3
214,203082,Phoenix Suns,8.0,Guard-Forward,USA,,1991.0,FEBRUARY,5.0,12
215,1628966,Phoenix Suns,21.0,Forward,USA,27.0,1996.0,JANUARY,23.0,5
216,1627739,Utah Jazz,11.0,Guard,USA,29.0,1994.0,MARCH,18.0,7
217,1626149,Philadelphia 76ers,5.0,Forward-Center,USA,29.0,1994.0,JANUARY,26.0,8
218,201976,Philadelphia 76ers,22.0,Guard,USA,35.0,1988.0,JULY,12.0,11
219,1630194,Philadelphia 76ers,44.0,Forward,USA,24.0,1999.0,JUNE,14.0,3
220,204060,Orlando Magic,7.0,Forward-Guard,Australia,36.0,1987.0,OCTOBER,2.0,9
221,1630591,Orlando Magic,4.0,Guard,USA,22.0,2001.0,JUNE,3.0,2
222,1629680,Portland Trail Blazers,4.0,Guard-Forward,USA,26.0,1997.0,MARCH,4.0,4
223,1629056,Sacramento Kings,3.0,Guard,USA,,1997.0,MAY,16.0,5
224,201580,Sacramento Kings,0.0,Center-Forward,USA,35.0,1988.0,JANUARY,19.0,15
225,203506,Houston Rockets,3.0,Guard,USA,31.0,1992.0,MAY,4.0,10
226,1626166,Milwaukee Bucks,15.0,Guard,USA,29.0,1994.0,AUGUST,8.0,8
227,1628392,New York Knicks,55.0,Center-Forward,Germany,25.0,1998.0,MAY,5.0,5
228,1629002,Phoenix Suns,4.0,Forward-Center,USA,26.0,1997.0,MARCH,22.0,5
229,203493,Houston Rockets,25.0,Guard-Forward,USA,32.0,1991.0,MARCH,16.0,10
230,1631103,San Antonio Spurs,22.0,Forward,USA,20.0,2003.0,MAY,12.0,1
231,1630579,New York Knicks,45.0,Center,USA,25.0,1998.0,OCTOBER,20.0,2
232,200768,Miami Heat,7.0,Guard,USA,37.0,1986.0,MARCH,25.0,17
233,1629632,Chicago Bulls,0.0,Guard,USA,23.0,2000.0,FEBRUARY,16.0,4
234,1630188,Indiana Pacers,25.0,Forward-Center,USA,23.0,2000.0,MARCH,16.0,3
235,1641708,Houston Rockets,1,Guard-Forward,USA,20,2003,JANUARY,30,Rookie
236,1629684,Dallas Mavericks,3.0,Forward,USA,24.0,1998.0,NOVEMBER,30.0,4
237,203939,Dallas Mavericks,7.0,Forward-Center,Canada,32.0,1991.0,JULY,20.0,9
238,1630182,Dallas Mavericks,8.0,Guard,Australia,22.0,2000.0,NOVEMBER,16.0,3
239,1631100,Atlanta Hawks,14.0,Forward,USA,20.0,2003.0,AUGUST,25.0,1
240,1630552,Atlanta Hawks,1.0,Forward,USA,21.0,2001.0,DECEMBER,18.0,2
241,201565,Memphis Grizzlies,4.0,Guard,USA,35.0,1988.0,OCTOBER,4.0,14
242,203967,Golden State Warriors,20.0,Forward-Center,Croatia,29.0,1994.0,APRIL,8.0,6
243,1629670,Indiana Pacers,13.0,Forward,USA,25.0,1998.0,SEPTEMBER,9.0,3
244,1630174,Indiana Pacers,23.0,Guard-Forward,USA,24.0,1999.0,OCTOBER,16.0,3
245,1630543,Indiana Pacers,22.0,Forward,USA,21.0,2002.0,JANUARY,10.0,2
246,1627884,Dallas Mavericks,55.0,Forward,USA,26.0,1997.0,FEBRUARY,15.0,7
247,1630171,Cleveland Cavaliers,35.0,Forward-Guard,USA,22.0,2001.0,JANUARY,26.0,3
248,202694,LA Clippers,8.0,Forward,USA,34.0,1989.0,SEPTEMBER,2.0,12
249,1629622,Cleveland Cavaliers,1.0,Guard-Forward,USA,27.0,1996.0,MARCH,28.0,4
250,1641709,Detroit Pistons,9,Guard-Forward,USA,20,2003,JANUARY,30,Rookie
251,203925,Detroit Pistons,31.0,Guard-Forward,USA,32.0,1991.0,SEPTEMBER,6.0,9
252,1629022,Brooklyn Nets,8.0,Guard-Forward,USA,24.0,1998.0,DECEMBER,14.0,5
253,1627732,Brooklyn Nets,10.0,Guard-Forward,Australia,27.0,1996.0,JULY,20.0,5
254,1629647,Phoenix Suns,55.0,Forward,USA,23.0,2000.0,JUNE,12.0,5
255,1630573,Boston Celtics,30.0,Forward,USA,25.0,1997.0,DECEMBER,8.0,2
256,1630230,New Orleans Pelicans,8.0,Forward,USA,25.0,1998.0,JANUARY,24.0,3
257,1630209,Utah Jazz,77.0,Center,Turkey,25.0,1998.0,JUNE,19.0,2
258,1629642,Phoenix Suns,25.0,Forward-Guard,USA,23.0,2000.0,FEBRUARY,11.0,4
259,1629013,Washington Wizards,20.0,Guard,USA,26.0,1997.0,MARCH,13.0,5
260,1630625,Boston Celtics,45.0,Forward,Canada,23.0,1999.0,NOVEMBER,7.0,2
261,203469,New Orleans Pelicans,40.0,Forward-Center,USA,31.0,1992.0,OCTOBER,5.0,10
262,1629134,Washington Wizards,20.0,Guard,USA,,1995.0,AUGUST,3.0,4
263,201145,Houston Rockets,32.0,Forward,USA,37.0,1986.0,AUGUST,28.0,15
264,1630700,New Orleans Pelicans,11.0,Guard,Australia,20.0,2003.0,MARCH,17.0,1
265,1629048,Orlando Magic,35.0,Center-Forward,Georgia,24.0,1999.0,JULY,20.0,4
266,1626163,Houston Rockets,33.0,Forward-Center,USA,,1993.0,APRIL,4.0,9
267,202687,Phoenix Suns,18.0,Center,DRC,,1992.0,AUGUST,28.0,13
268,1630192,Denver Nuggets,22.0,Forward-Center,USA,22.0,2001.0,JANUARY,9.0,3
269,200782,Philadelphia 76ers,17.0,Forward,USA,38.0,1985.0,MAY,5.0,12
270,202704,Denver Nuggets,7.0,Guard,USA,33.0,1990.0,APRIL,16.0,12
271,201933,Boston Celtics,91.0,Forward,USA,,1989.0,MARCH,16.0,14
272,1628467,Dallas Mavericks,42.0,Forward,Germany,31.0,1992.0,JANUARY,29.0,6
273,1626158,Dallas Mavericks,20.0,Forward,USA,30.0,1993.0,OCTOBER,15.0,8
274,1629139,Phoenix Suns,18.0,Guard-Forward,Japan,29.0,1994.0,OCTOBER,13.0,5
275,203914,Orlando Magic,14.0,Guard,USA,29.0,1994.0,SEPTEMBER,14.0,9
276,1630526,Houston Rockets,50.0,Forward,USA,22.0,2000.0,NOVEMBER,3.0,2
277,1627814,Phoenix Suns,10.0,Guard-Forward,USA,31.0,1992.0,OCTOBER,21.0,6
278,1630165,Detroit Pistons,7.0,Guard,France,22.0,2001.0,JULY,27.0,3
279,2738,Golden State Warriors,9.0,Guard-Forward,USA,,1984.0,JANUARY,28.0,20
280,1628981,Atlanta Hawks,0.0,Forward-Center,Angola,25.0,1998.0,AUGUST,15.0,4
281,1631119,Oklahoma City Thunder,6.0,Forward,USA,21.0,2002.0,JUNE,29.0,1
282,203488,Washington Wizards,35.0,Forward-Center,USA,32.0,1991.0,JULY,1.0,10
283,1630544,Oklahoma City Thunder,23.0,Guard,USA,22.0,2001.0,FEBRUARY,3.0,2
284,201937,Cleveland Cavaliers,13.0,Guard,Spain,33.0,1990.0,OCTOBER,21.0,12
285,1628464,Indiana Pacers,27.0,Forward-Center,Germany,31.0,1992.0,APRIL,4.0,6
286,1630558,Sacramento Kings,15.0,Guard,USA,25.0,1998.0,SEPTEMBER,5.0,2
287,1629117,Boston Celtics,35.0,Forward,South Sudan,26.0,1997.0,MARCH,26.0,4
288,1629629,Los Angeles Lakers,5.0,Forward-Guard,USA,24.0,1999.0,SEPTEMBER,1.0,4
289,1629216,Los Angeles Lakers,7.0,Guard,USA,27.0,1996.0,JUNE,14.0,4
290,1629637,Los Angeles Lakers,11.0,Center-Forward,USA,23.0,2000.0,MAY,23.0,4
291,1626224,San Antonio Spurs,16.0,Forward,Turkey,28.0,1995.0,APRIL,8.0,6
292,1628998,Charlotte Hornets,11.0,Forward,USA,28.0,1995.0,SEPTEMBER,28.0,4
293,1629646,San Antonio Spurs,28.0,Center-Forward,Nigeria,22.0,2000.0,OCTOBER,28.0,2
294,1627752,Los Angeles Lakers,12.0,Forward,USA,29.0,1994.0,MARCH,22.0,7
295,1630528,Utah Jazz,9.0,Guard,USA,21.0,2001.0,DECEMBER,8.0,2
296,0000000000,,,,,,,,,
297,1628960,Phoenix Suns,8.0,Guard,USA,28.0,1995.0,OCTOBER,8.0,5
298,1626192,Milwaukee Bucks,24.0,Guard,USA,30.0,1993.0,JANUARY,6.0,8
299,1630537,Sacramento Kings,3.0,Guard,Dominican Republic,26.0,1997.0,JUNE,13.0,2
300,1626196,Miami Heat,0.0,Guard,USA,30.0,1993.0,SEPTEMBER,15.0,8
301,1628470,Chicago Bulls,13.0,Forward,USA,32.0,1990.0,DECEMBER,19.0,6
302,1629660,Cleveland Cavaliers,2.0,Guard-Forward,USA,26.0,1997.0,JULY,8.0,4
303,1628975,Chicago Bulls,5.0,Guard,USA,28.0,1995.0,SEPTEMBER,14.0,5
304,203920,San Antonio Spurs,24.0,Center,Canada,31.0,1992.0,SEPTEMBER,28.0,7
305,202709,Golden State Warriors,1.0,Guard,Canada,32.0,1991.0,AUGUST,20.0,12
306,1630647,Washington Wizards,97.0,Forward,Nigeria,26.0,1997.0,FEBRUARY,14.0,2
307,1630587,Detroit Pistons,12.0,Forward,USA,25.0,1998.0,JULY,28.0,2
308,201988,Atlanta Hawks,8.0,Guard,Australia,35.0,1988.0,AUGUST,11.0,14
309,1630692,Phoenix Suns,0.0,Guard,USA,24.0,1998.0,OCTOBER,23.0,2
310,201587,LA Clippers,33.0,Guard-Forward,France,34.0,1988.0,DECEMBER,14.0,15
311,1629643,Orlando Magic,3.0,Forward,USA,25.0,1998.0,AUGUST,18.0,3
312,1630177,Charlotte Hornets,9.0,Guard,France,22.0,2001.0,JUNE,12.0,3
313,1628372,Brooklyn Nets,4.0,Guard,USA,25.0,1997.0,NOVEMBER,25.0,6
314,1631107,Miami Heat,5.0,Forward,Serbia,20.0,2003.0,JUNE,9.0,1
315,202693,Dallas Mavericks,88.0,Forward,USA,34.0,1989.0,SEPTEMBER,2.0,12
316,1629130,Miami Heat,55.0,Forward,USA,29.0,1994.0,APRIL,22.0,5
317,1631323,Utah Jazz,16.0,Forward,Italy,27.0,1995.0,DECEMBER,9.0,1
318,203115,Toronto Raptors,1.0,Guard,USA,,1991.0,JANUARY,6.0,12
319,203473,Philadelphia 76ers,14.0,Center,USA,,1989.0,AUGUST,12.0,11
